"x"
"Hap_1"
"Hap_2"
"Hap_2"
"Hap_2"
"Hap_1"
"Hap_2"
"Hap_2"
"Hap_2"
"Hap_1"
"Hap_1"
"Hap_2"
"Hap_1"
"Hap_2"
"Hap_2"
"Hap_2"
"Hap_2"
"Hap_1"
"Hap_2"
"Hap_1"
"Hap_2"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_2"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_2"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_2"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_2"
"Hap_1"
"Hap_2"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_1"
"Hap_2"
"Hap_1"
"Hap_1"
"Hap_1"
NA
NA
NA
NA
NA
NA
NA
NA
"Hap_2"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
